Terminal,Name,Distance,PostalCodeHigh
PHC,PHC-NUMAN-ADAMAWA__RENAMED__1,947.00,642101
PHC,PHC-NUMAN-ADAMAWA__RENAMED__2,947.00,642101
PHC,PORT-HARCOURT SITE - KAGARA,948.00,3600016
KAN,KANO-DONGA-TARABA,949.00,671001
KAN,KANO-DONGA-TARABA__RENAMED__1,949.00,671001
KAN,KANO-DONGA-TARABA__RENAMED__2,949.00,671001
SAP,SAPELE-LAU-TARABA,949.00,662104
SAP,SAPELE-LAU-TARABA__RENAMED__1,949.00,662104
SAP,SAPELE-LAU-TARABA__RENAMED__2,949.00,662104
ENG,ENUGU-BASHAR-PLATEAU,950.00,942107
ENG,ENUGU-BASHAR-PLATEAU__RENAMED__1,950.00,942107
ENG,ENUGU-BASHAR-PLATEAU__RENAMED__2,950.00,942107
SAP,SAPELE - JALINGO (GARIN DOGO),950.00,662105
SAP,SAPELE - JALINGO (GARIN DOGO)__RENAMED__1,950.00,662105
SAP,SAPELE - JALINGO (GARIN DOGO)__RENAMED__2,950.00,662105
SAP,SAPELE SITE - KURFI-KATSINA STATE,951.00,3000006
PHC,PHC-IGABI-KADUNA,952.00,800101
PHC,PHC-IGABI-KADUNA__RENAMED__1,952.00,800101
PHC,PHC-IGABI-KADUNA__RENAMED__2,952.00,800101
SAP,SAPELE-GASHAKA-TARABA,952.00,663001
SAP,SAPELE-GASHAKA-TARABA__RENAMED__1,952.00,663001
SAP,SAPELE-GASHAKA-TARABA__RENAMED__2,952.00,663001
KAN,KANO SITE - UGHELI,953.00,2000016
SAP,SAPELE SITE - GUSAU,953.00,4600004
SAP,SAPELE SITE - RINGIM-JIGAWA STATE,953.00,2700005
KAN,KANO SITE - AMAZE,955.00,2600001
KAN,KANO SITE - EHUBE SITE- AMAZE,955.00,2600002
KAN,KANO SITE - UMUAKPU SITE-OHAJI/EGBEMA LGA,955.00,2600008
KAN,KANO - SERTI TARABA,956.00,663101
KAN,KANO - SERTI TARABA__RENAMED__1,956.00,663101
KAN,KANO - SERTI TARABA__RENAMED__2,956.00,663101
PHC,PHC-DEMSA-ADAMAWA,956.00,642103
PHC,PHC-DEMSA-ADAMAWA__RENAMED__1,956.00,642103
PHC,PHC-DEMSA-ADAMAWA__RENAMED__2,956.00,642103
PHC,PHC-KAURA-KADUNA,956.00,801151
PHC,PHC-KAURA-KADUNA__RENAMED__1,956.00,801151
PHC,PHC-KAURA-KADUNA__RENAMED__2,956.00,801151
PHC,PHC-GYAWANA ADAMAWA STATE,957.00,642114
PHC,PHC-MARIGA-NIGER,957.00,922106
PHC,PHC-MARIGA-NIGER__RENAMED__1,957.00,922106
PHC,PHC-MARIGA-NIGER__RENAMED__2,957.00,922106
SAP,SAPELE-ZANGO-KATSINA,958.00,824104
SAP,SAPELE-ZANGO-KATSINA__RENAMED__1,958.00,824104
SAP,SAPELE-ZANGO-KATSINA__RENAMED__2,958.00,824104
PHC,PORT-HARCOURT SITE - ZARIA,960.00,2800012
SAP,SAPELE SITE - ALKALERI,961.00,1500001
KAN,KANO SITE - YAHE,964.00,1900008
SAP,SAPELE-KAFUR-KATSINA,964.00,832103
SAP,SAPELE-KAFUR-KATSINA__RENAMED__1,964.00,832103
SAP,SAPELE-KAFUR-KATSINA__RENAMED__2,964.00,832103
PHC,PORT-HARCOURT SITE - MALUFASHI,965.00,3000007
SAP,SAPELE-KANKARA-KATSINA,965.00,832102
SAP,SAPELE-KANKARA-KATSINA__RENAMED__1,965.00,832102
SAP,SAPELE-KANKARA-KATSINA__RENAMED__2,965.00,832102
SAP,SAPELE SITE - RIMI CRUSHER - KATSINA,966.00,3000009
ENG, - JAHUN-JIGAWA STATE,967.00,2700002
KAN,KANO-TAKUM-TARABA,967.00,671101
KAN,KANO-TAKUM-TARABA__RENAMED__1,967.00,671101
KAN,KANO-TAKUM-TARABA__RENAMED__2,967.00,671101
ENG, - TALATA MAFARA,968.00,4600008
PHC,PHC-GUYOK-ADAMAWA,968.00,643101
PHC,PHC-GUYOK-ADAMAWA__RENAMED__1,968.00,643101
PHC,PHC-GUYOK-ADAMAWA__RENAMED__2,968.00,643101
PHC,PHC-EDATI-NIGER,969.00,913102
PHC,PHC-EDATI-NIGER__RENAMED__1,969.00,913102
PHC,PHC-EDATI-NIGER__RENAMED__2,969.00,913102
SAP,SAPELE-ZING-TARABA,969.00,661106
SAP,SAPELE-ZING-TARABA__RENAMED__1,969.00,661106
SAP,SAPELE-ZING-TARABA__RENAMED__2,969.00,661106
KAN,KANO SITE - ELELE,970.00,4200004
PHC,PHC-JADA-ADAMAWA,970.00,641107
PHC,PHC-JADA-ADAMAWA__RENAMED__1,970.00,641107
PHC,PHC-JADA-ADAMAWA__RENAMED__2,970.00,641107
GGLD,GWAGWALADA-HONG-ADAMAWA,971.00,650107
GGLD,GWAGWALADA-HONG-ADAMAWA__RENAMED__1,971.00,650107
GGLD,GWAGWALADA-HONG-ADAMAWA__RENAMED__2,971.00,650107
ENG, - MAGURU-GUSAU,972.00,4600004
KAN,KANO SITE - IBADAN,972.00,4000001
ENG, - MAURO GASUA,974.00,4600006
PHC,PHC - LAIDE-ADAMAWA,974.00,650105
PHC,PHC - LAIDE-ADAMAWA__RENAMED__1,974.00,650105
PHC,PHC - LAIDE-ADAMAWA__RENAMED__2,974.00,650105
PHC,PHC-LAMURDE-ADAMAWA,974.00,642114
PHC,PHC-LAMURDE-ADAMAWA__RENAMED__1,974.00,642114
PHC,PHC-LAMURDE-ADAMAWA__RENAMED__2,974.00,642114
SAP,SAPELE-MARU-ZAMFARA,974.00,622103
SAP,SAPELE-MARU-ZAMFARA__RENAMED__1,974.00,622103
SAP,SAPELE-MARU-ZAMFARA__RENAMED__2,974.00,622103
PHC,PORT-HARCOURT SITE - YOLA,975.00,1200005
PHC,PHC-OBI-NASARAWA,976.00,951101
PHC,PHC-OBI-NASARAWA__RENAMED__1,976.00,951101
PHC,PHC-OBI-NASARAWA__RENAMED__2,976.00,951101
PHC,"PORT-HARCOURT SITE - Tunkus, Mikang LGA-PLATEAU",976.00,4100007
SAP,SAPELE SITE - KAZAURE - JIGAWA,976.00,2700004
PHC,PHC-LERE-KADUNA,977.00,811104
PHC,PHC-LERE-KADUNA__RENAMED__1,977.00,811104
PHC,PHC-LERE-KADUNA__RENAMED__2,977.00,811104
SAP,SAPELE SITE - MASHI-MANI û KANKIA ROAD,977.00,3000008
ENG, - Gidan Jaja,978.00,4600011
KAN,KANO SITE - SANGO OTA,980.00,3700009
KAN,KANO SITE - ELELE NWOWOJI,981.00,4200005
KAN,KANO-ZARIA-KADUNA-GWAGWALADA-KWALI-LOKOJA-OTURKPA-ENUGU-OKIGWE-ISUIKWUATO,981.00,441107
KAN,KANO-ZARIA-KADUNA-GWAGWALADA-KWALI-LOKOJA-OTURKPA-ENUGU-OKIGWE-ISUIKWUATO__RENAMED__1,981.00,441107
KAN,KANO-ZARIA-KADUNA-GWAGWALADA-KWALI-LOKOJA-OTURKPA-ENUGU-OKIGWE-ISUIKWUATO__RENAMED__2,981.00,441107
ENG, - DANKAMA - KATSINA STATE,984.00,3000002
KAN,KANO SITE - UMUAHIA,985.00,1000005
PHC,PHC-ASSAIKIO-NASARAWA,985.00,950102
PHC,PHC-ASSAIKIO-NASARAWA__RENAMED__1,985.00,950102
PHC,PHC-ASSAIKIO-NASARAWA__RENAMED__2,985.00,950102
ENG, - JIGAWA,986.00,2700003
ENG, - KAURA NAMODA,986.00,4400003
KAN,KANO SITE - AFIKPO,986.00,2100007
KAN,KANO-USSA-TARABA,988.00,671002
KAN,KANO-USSA-TARABA__RENAMED__1,988.00,671002
KAN,KANO-USSA-TARABA__RENAMED__2,988.00,671002
PHC,PHC TO SECTION 3 ZARIA-KADUNA,990.00,810103
PHC,PHC TO SECTION 3 ZARIA-KADUNA__RENAMED__1,990.00,810103
PHC,PHC TO SECTION 3 ZARIA-KADUNA__RENAMED__2,990.00,810103
PHC,PHC-KOTANGORA NIGER STATE,990.00,923101
SAP,SAPELE-KANKIYA-KATSINA,990.00,822101
SAP,SAPELE-KANKIYA-KATSINA__RENAMED__1,990.00,822101
SAP,SAPELE-KANKIYA-KATSINA__RENAMED__2,990.00,822101
PHC,PORT-HARCOURT SITE - KANKE LGA -PLATEAU,993.00,4100006
ENG, - DAKINGARI,994.00,3100003
ENG, - GUSAU,994.00,4600003
KAN,KANO - OKITIPUPA,994.00,380009
KAN,KANO - OKITIPUPA__RENAMED__1,994.00,380009
KAN,KANO - OKITIPUPA__RENAMED__2,994.00,380009
PHC,PORT-HARCOURT SITE - SUNKANI,994.00,1500006
PHC,PHC-SHELLENG-ADAMAWA,996.00,643102
PHC,PHC-SHELLENG-ADAMAWA__RENAMED__1,996.00,643102
PHC,PHC-SHELLENG-ADAMAWA__RENAMED__2,996.00,643102
KAN,KANO SITE - PATANI,997.00,2000014
PHC,PORT-HARCOURT SITE - MOKWA,997.00,3600007
SAP,SAPELE-GARKI-JIGAWA,997.00,733101
SAP,SAPELE-GARKI-JIGAWA__RENAMED__1,997.00,733101
SAP,SAPELE-GARKI-JIGAWA__RENAMED__2,997.00,733101
GGLD, - PULLKA QUARRY - Maidugiri__RENAMED__1,998.00,1800006
PHC,PHC-HUNKUYI-KADUNA,999.00,812104
PHC,PHC-HUNKUYI-KADUNA__RENAMED__1,999.00,812104
PHC,PHC-HUNKUYI-KADUNA__RENAMED__2,999.00,812104
PHC,"PORT-HARCOURT SITE - NASKO JUNCTION, LIBALE",999.00,3600008
SAP,SAPELE-INGAWA-KATSINA,999.00,823104
SAP,SAPELE-INGAWA-KATSINA__RENAMED__1,999.00,823104
SAP,SAPELE-INGAWA-KATSINA__RENAMED__2,999.00,823104
KAN,KANO SITE - SERTI - TARABA STATE,"1,003.00",4400004
PHC,PHC-FUNTUA-KATSINA,"1,003.00",830101
PHC,PHC-FUNTUA-KATSINA__RENAMED__1,"1,003.00",830101
PHC,PHC-FUNTUA-KATSINA__RENAMED__2,"1,003.00",830101
PHC,PORT-HARCOURT SITE - DABAI-ZARIA-KADUNA STATE,"1,003.00",2800001
ENG, - DAMATURU,"1,004.00",4500001
ENG,ENUGU - ANKA,"1,004.00",1100003
KAN,KANO SITE - AHOADA,"1,004.00",4200002
KAN,KANO SITE - IGBOKODA,"1,005.00",3800002
KAN,KANO SITE - Owerri - N12,"1,005.00",2600005
KAN,KANO SITE - OWERRI - ROYAL ROCK,"1,005.00",2600006
KAN,KANO SITE - OWERRI-ELELE ROAD PROJECT,"1,005.00",2600007
,PHC TO BERI NIGER STATE,"1,006.00",922106-A
GGLD, - MAIDUGURI__RENAMED__1,"1,007.00",1800005
KAN,KANO - OLEH - DELTA,"1,008.00",2000018
KAN,KANO - OLEH - DELTA__RENAMED__1,"1,008.00",2000018
KAN,KANO - OLEH - DELTA__RENAMED__2,"1,008.00",2000018
KAN,KANO SITE - Sagbama,"1,010.00",1600001
PHC,PHC SITE - MAKARFI - KADUNA STATE,"1,011.00",2800009
PHC,PHC SITE - MAKARFI - KADUNA STATE__RENAMED__1,"1,011.00",2800009
PHC,PHC-KEANA-NASARAWA,"1,011.00",951106
PHC,PHC-KEANA-NASARAWA__RENAMED__1,"1,011.00",951106
PHC,PHC-KEANA-NASARAWA__RENAMED__2,"1,011.00",951106
PHC,PORT-HARCOURT SITE - MAKARFI - KADUNA STATE,"1,011.00",2800009
SAP,SAPELE SITE - JAHUN-JIGAWA STATE,"1,012.00",2700002
SAP,SAPELE SITE - TALATA MAFARA,"1,012.00",4600008
KAN,KANO SITE - ALUU,"1,013.00",4200003
PHC,PHC-DANJA-KATSINA,"1,014.00",831102
PHC,PHC-DANJA-KATSINA__RENAMED__1,"1,014.00",831102
PHC,PHC-DANJA-KATSINA__RENAMED__2,"1,014.00",831102
KAN,KAN-AKOTOGBO-IRELE,"1,015.00",3800008
KAN,KAN-AKOTOGBO-IRELE__RENAMED__1,"1,015.00",3800008
KAN,KAN-AKOTOGBO-IRELE__RENAMED__2,"1,015.00",3800008
PHC,PHC-ABA-ENUGU-NSUKKA-OTUKPA-EJULE-AJEOKUTA-LOKOJA- ABAJI-ABUJA-KADUNA- ZARIA-KUMKUMI KANO,"1,015.00",800211
PHC,PHC-ABA-ENUGU-NSUKKA-OTUKPA-EJULE-AJEOKUTA-LOKOJA- ABAJI-ABUJA-KADUNA- ZARIA-KUMKUMI KANO.,"1,015.00",800211
PHC,PHC-GANYE-ADAMAWA,"1,015.00",641113
PHC,PHC-GANYE-ADAMAWA__RENAMED__1,"1,015.00",641113
PHC,PHC-GANYE-ADAMAWA__RENAMED__2,"1,015.00",641113
SAP,SAPELE - MAYO BELWA,"1,015.00",641102
SAP,SAPELE - MAYO BELWA__RENAMED__1,"1,015.00",641102
SAP,SAPELE - MAYO BELWA__RENAMED__2,"1,015.00",641102
SAP,SAPELE SITE - KAURA NAMODA,"1,015.00",4400003
PHC,PORT-HARCOURT SITE - ROGO LGA- KANO,"1,016.00",2900006
SAP,SAPELE SITE - DOMA,"1,016.00",2500001
SAP,SAPELE SITE - DAURA,"1,017.00",3000013
SAP,SAPELE SITE - MAYA BELWA,"1,017.00",1200003
SAP,SAPELE-DARAZO-BAUCHI,"1,017.00",750106
SAP,SAPELE-DARAZO-BAUCHI__RENAMED__1,"1,017.00",750106
SAP,SAPELE-DARAZO-BAUCHI__RENAMED__2,"1,017.00",750106
GGLD,GWAGWALADA-MADAGALI-ADAMAWA,"1,018.00",651102
GGLD,GWAGWALADA-MADAGALI-ADAMAWA__RENAMED__1,"1,018.00",651102
GGLD,GWAGWALADA-MADAGALI-ADAMAWA__RENAMED__2,"1,018.00",651102
PHC,PHC TO SECTION CH 297 (MAKARFI ROAD) KADUNA,"1,018.00",810232
PHC,PHC TO SECTION CH 297 (MAKARFI ROAD) KADUNA__RENAMED__1,"1,018.00",810232
PHC,PHC TO SECTION CH 297 (MAKARFI ROAD) KADUNA__RENAMED__2,"1,018.00",810232
PHC,PHC-BIRNIN-GWARI-KADUNA,"1,018.00",800108
PHC,PHC-BIRNIN-GWARI-KADUNA__RENAMED__1,"1,018.00",800108
PHC,PHC-BIRNIN-GWARI-KADUNA__RENAMED__2,"1,018.00",800108
PHC,PHC-GIWA-KADUNA,"1,018.00",810105
PHC,PHC-GIWA-KADUNA__RENAMED__1,"1,018.00",810105
PHC,PHC-GIWA-KADUNA__RENAMED__2,"1,018.00",810105
PHC,PORT-HARCOURT SITE - TURE-GOMBE,"1,018.00",2500006
SAP,SAPELE-NUMAN-ADAMAWA,"1,018.00",642101
SAP,SAPELE-NUMAN-ADAMAWA__RENAMED__1,"1,018.00",642101
SAP,SAPELE-NUMAN-ADAMAWA__RENAMED__2,"1,018.00",642101
SAP,SAPELE SITE - MAURO GASUA,"1,019.00",4600006
KAN,KANO SITE - ABIA(ENUGU-PHC PROJECT),"1,020.00",1000002
KAN,KANO SITE - OHAFIA-Akwa Ibom,"1,020.00",2100003
KAN,KANO SITE - OHAFIA-Akwa Ibom__RENAMED__1,"1,020.00",2100004
SAP,SAP-DUTSE JIGAWA STATE,"1,020.00",720231
SAP,SAP-DUTSE JIGAWA STATE__RENAMED__1,"1,020.00",720231
SAP,SAP-DUTSE JIGAWA STATE__RENAMED__2,"1,020.00",720231
SAP,SAPELE-ZURMIZAMFARA,"1,020.00",631101
SAP,SAPELE-ZURMIZAMFARA__RENAMED__1,"1,020.00",631101
SAP,SAPELE-ZURMIZAMFARA__RENAMED__2,"1,020.00",631101
SAP,SAPELE SITE - Gidan Jaja,"1,021.00",4600011
SAP,SAPELE-GWIWA-JIGAWA,"1,021.00",705105
SAP,SAPELE-GWIWA-JIGAWA__RENAMED__1,"1,021.00",705105
SAP,SAPELE-GWIWA-JIGAWA__RENAMED__2,"1,021.00",705105
ENG, - HADEJA,"1,022.00",2700001
KAN,KANO SITE - AJEBO - OGUN,"1,022.00",3700002
KAN,KANO SITE - OBUBARA-CROSS RIVER,"1,022.00",1900005
PHC,PORT-HARCOURT SITE - KALTUNGO - GOMBE,"1,022.00",2500005
PHC,PHC-PAMBEGUWA-KADUNA,"1,023.00",811108
PHC,PHC-PAMBEGUWA-KADUNA__RENAMED__1,"1,023.00",811108
PHC,PHC-PAMBEGUWA-KADUNA__RENAMED__2,"1,023.00",811108
SAP,SAPELE-JIBIYA-KATSINA,"1,023.00",820105
SAP,SAPELE-JIBIYA-KATSINA__RENAMED__1,"1,023.00",820105
SAP,SAPELE-JIBIYA-KATSINA__RENAMED__2,"1,023.00",820105
PHC,PORT-HARCOURT SITE - ADAMAWA,"1,024.00",1200001
GGLD,GWAGWALADA SITE - MUBI,"1,025.00",650112
GGLD,GWAGWALADA SITE - MUBI__RENAMED__1,"1,025.00",650112
GGLD,GWAGWALADA SITE - MUBI__RENAMED__2,"1,025.00",650112
KAN,KANO SITE - ADA GEORGE,"1,026.00",4200001
SAP,SAPELE-YANKWASHI-JIGAWA,"1,026.00",705102
SAP,SAPELE-YANKWASHI-JIGAWA__RENAMED__1,"1,026.00",705102
SAP,SAPELE-YANKWASHI-JIGAWA__RENAMED__2,"1,026.00",705102
KAN,KANO - WUKARI (TUDUN WADA BIBINU),"1,027.00",671102
KAN,KANO - WUKARI (TUDUN WADA BIBINU)__RENAMED__1,"1,027.00",671102
KAN,KANO - WUKARI (TUDUN WADA BIBINU)__RENAMED__2,"1,027.00",671102
SAP,SAPELE SITE - DANKAMA - KATSINA STATE,"1,027.00",3000002
SAP,SAPELE-KIYAWA-JIGAWA,"1,028.00",720102
SAP,SAPELE-KIYAWA-JIGAWA__RENAMED__1,"1,028.00",720102
SAP,SAPELE-KIYAWA-JIGAWA__RENAMED__2,"1,028.00",720102
PHC,PORT-HARCOURT SITE - GOMBI,"1,029.00",2500003
SAP,SAPELE-DEMSA-ADAMAWA,"1,029.00",642103
SAP,SAPELE-DEMSA-ADAMAWA__RENAMED__1,"1,029.00",642103
SAP,SAPELE-DEMSA-ADAMAWA__RENAMED__2,"1,029.00",642103
GGLD, - GWOZA - BORNO STATE__RENAMED__1,"1,030.00",1800004
KAN,KANO- IGBOKODA,"1,030.00",352117
KAN,KANO- IGBOKODA__RENAMED__1,"1,030.00",352117
KAN,KANO- IGBOKODA__RENAMED__2,"1,030.00",352117
PHC,PHC-FUFORE-ADAMAWA,"1,030.00",640107
PHC,PHC-FUFORE-ADAMAWA__RENAMED__1,"1,030.00",640107
PHC,PHC-FUFORE-ADAMAWA__RENAMED__2,"1,030.00",640107
SAP,SAPELE SITE - JIGAWA,"1,030.00",2700003
SAP,SAPELE-BIRNI-KUDU-JIGAWA,"1,031.00",721101
SAP,SAPELE-BIRNI-KUDU-JIGAWA__RENAMED__1,"1,031.00",721101
SAP,SAPELE-BIRNI-KUDU-JIGAWA__RENAMED__2,"1,031.00",721101
SAP,SAPELE-GUMEL-JIGAWA,"1,031.00",733102
SAP,SAPELE-GUMEL-JIGAWA__RENAMED__1,"1,031.00",733102
SAP,SAPELE-GUMEL-JIGAWA__RENAMED__2,"1,031.00",733102
SAP,SAPELE-GYAWANA ADAMAWA STATE,"1,031.00",642114
SAP,SAPELE-GYAWANA ADAMAWA STATE__RENAMED__1,"1,031.00",642114
SAP,SAPELE-GYAWANA ADAMAWA STATE__RENAMED__2,"1,031.00",642114
SAP,SAPELE-GYAWANA ADAMAWA STATE__RENAMED__3,"1,031.00",642114
ENG, - TURETA,"1,032.00",4300005
KAN,KANO SITE - TOMBIA - BAYSELA,"1,032.00",1600002
PHC,PHC-GINGIRI-PLATEAU,"1,032.00",932104
PHC,PHC-GINGIRI-PLATEAU__RENAMED__1,"1,032.00",932104
PHC,PHC-GINGIRI-PLATEAU__RENAMED__2,"1,032.00",932104
KAN,KANO - UMUABA ABA,"1,033.00",453111
KAN,KANO - UMUABA ABA__RENAMED__1,"1,033.00",453111
KAN,KANO - UMUABA ABA__RENAMED__2,"1,033.00",453111
KAN,KANO SITE - MBIAMA,"1,033.00",4200006
KAN,KANO SITE - PORT HARCOURT - LOCAL,"1,033.00",4200010
KAN,KANO SITE - UMOMI,"1,033.00",3200015
KAN,KANO SITE - UMOMI__RENAMED__1,"1,033.00",3200015
KAN,KANO SITE - UMOMI__RENAMED__2,"1,033.00",3200015
PHC,PHC-LOKO-NASARAWA,"1,034.00",962101
PHC,PHC-LOKO-NASARAWA__RENAMED__1,"1,034.00",962101
PHC,PHC-LOKO-NASARAWA__RENAMED__2,"1,034.00",962101
PHC,PORT-HARCOURT SITE - MARU,"1,035.00",4600005
SAP,SAPELE-KUSADA-KATSINA,"1,035.00",822102
SAP,SAPELE-KUSADA-KATSINA__RENAMED__1,"1,035.00",822102
SAP,SAPELE-KUSADA-KATSINA__RENAMED__2,"1,035.00",822102
GGLD, - BANKI__RENAMED__1,"1,036.00",1800001
GGLD, - GEIDAM__RENAMED__2,"1,037.00",4500004
KAN,KAN-ABA,"1,037.00",1000001
KAN,KAN-ABA__RENAMED__1,"1,037.00",1000001
KAN,KAN-ABA__RENAMED__2,"1,037.00",1000001
KAN,KANO SITE - ABA,"1,037.00",1000001
SAP,SAPELE SITE - DAKINGARI,"1,037.00",3100003
GGLD,GWAGWALADA to OBAN-CALABAR CROSS RIVER STATE,"1,038.00",542103
GGLD,GWAGWALADA to OBAN-CALABAR CROSS RIVER STATE__RENAMED__1,"1,038.00",542103
GGLD,GWAGWALADA to OBAN-CALABAR CROSS RIVER STATE__RENAMED__2,"1,038.00",542103
SAP,SAPELE-GAGARAWA-JIGAWA,"1,038.00",732103
SAP,SAPELE-GAGARAWA-JIGAWA__RENAMED__1,"1,038.00",732103
SAP,SAPELE-GAGARAWA-JIGAWA__RENAMED__2,"1,038.00",732103
SAP,SAPELE-ABURE-BAUCHI,"1,039.00",743104
SAP,SAPELE-ABURE-BAUCHI__RENAMED__1,"1,039.00",743104
SAP,SAPELE-ABURE-BAUCHI__RENAMED__2,"1,039.00",743104
ENG,ENUGU - SANDAMU - KATSINA STATE,"1,040.00",3000010
ENG,ENUGU SITE - SANDAMU - KATSINA STATE,"1,040.00",3000010
ENG,ENUGU SITE - SANDAMU - KATSINA STATE__RENAMED__1,"1,040.00",
SAP,SAPELE SITE - KEBBI,"1,040.00",3100007
PHC,PHC-MANGU-PLATEAU,"1,041.00",932101
PHC,PHC-MANGU-PLATEAU__RENAMED__1,"1,041.00",932101
PHC,PHC-MANGU-PLATEAU__RENAMED__2,"1,041.00",932101
SAP,SAPELE-BABURA-JIGAWA,"1,041.00",732104
SAP,SAPELE-BABURA-JIGAWA__RENAMED__1,"1,041.00",732104
SAP,SAPELE-BABURA-JIGAWA__RENAMED__2,"1,041.00",732104
SAP,SAPELE-JADA-ADAMAWA,"1,043.00",641107
SAP,SAPELE-JADA-ADAMAWA__RENAMED__1,"1,043.00",641107
SAP,SAPELE-JADA-ADAMAWA__RENAMED__2,"1,043.00",641107
PHC,PORT-HARCOURT SITE - RIJAU - NIGER STATE,"1,045.00",3600009
SAP,SAPELE SITE - BAURE - KATSINA,"1,045.00",3000001
KAN,KANO SITE - IKOM,"1,047.00",1900003
KAN,KANO SITE-IKOM,"1,047.00",1900003
KAN,KANO SITE-IKOM__RENAMED__1,"1,047.00",1900003
PHC,PHC-WUSE-NASSARAWA-NASARAWA,"1,047.00",951104
PHC,PHC-WUSE-NASSARAWA-NASARAWA__RENAMED__1,"1,047.00",951104
PHC,PHC-WUSE-NASSARAWA-NASARAWA__RENAMED__2,"1,047.00",951104
SAP,SAPELE-BAKURA-ZAMFARA,"1,047.00",842104
SAP,SAPELE-BAKURA-ZAMFARA__RENAMED__1,"1,047.00",842104
SAP,SAPELE-BAKURA-ZAMFARA__RENAMED__2,"1,047.00",842104
KAN,KANO SITE - AKAMPA,"1,048.00",1900001
PHC,PHC-AWE-NASARAWA,"1,048.00",951105
PHC,PHC-AWE-NASARAWA__RENAMED__1,"1,048.00",951105
PHC,PHC-AWE-NASARAWA__RENAMED__2,"1,048.00",951105
SAP,SAPELE  - LAIDE-ADAMAWA,"1,048.00",650105
SAP,SAPELE  - LAIDE-ADAMAWA__RENAMED__1,"1,048.00",650105
SAP,SAPELE  - LAIDE-ADAMAWA__RENAMED__2,"1,048.00",650105
SAP,SAPELE SITE - ZAMFARA - ANKA,"1,048.00",4600010
SAP,SAPELE-LAMURDE-ADAMAWA,"1,048.00",642114
SAP,SAPELE-LAMURDE-ADAMAWA__RENAMED__1,"1,048.00",642114
SAP,SAPELE-LAMURDE-ADAMAWA__RENAMED__2,"1,048.00",642114
SAP,SAPELE-SHINKAFI-ZAMFARA,"1,048.00",622104
SAP,SAPELE-SHINKAFI-ZAMFARA__RENAMED__1,"1,048.00",622104
SAP,SAPELE-SHINKAFI-ZAMFARA__RENAMED__2,"1,048.00",622104
GGLD, - ADAMAWA,"1,049.00",1200001
KAN,KANO SITE - AGBARA OTOR PLANT,"1,050.00",2000002
PHC,PHC-IBETO-NIGER,"1,050.00",923105
PHC,PHC-IBETO-NIGER__RENAMED__1,"1,050.00",923105
PHC,PHC-IBETO-NIGER__RENAMED__2,"1,050.00",923105
PHC,PHC-KAFUR-KATSINA,"1,050.00",832103
PHC,PHC-KAFUR-KATSINA__RENAMED__1,"1,050.00",832103
PHC,PHC-KAFUR-KATSINA__RENAMED__2,"1,050.00",832103
SAP,SAPELE-KAUGAMA-JIGAWA,"1,050.00",730102
SAP,SAPELE-KAUGAMA-JIGAWA__RENAMED__1,"1,050.00",730102
SAP,SAPELE-KAUGAMA-JIGAWA__RENAMED__2,"1,050.00",730102
PHC,PHC-ABA-ENUGU-NSUKKA-OTUKPA-EJULE-AJEOKUTA-LOKOJA- ABAJI-ABUJA-KADUNA- ZARIA-KUMKUMI KANO..,"1,051.00",800211
PHC,PHC-MUSAWA-KATSINA,"1,051.00",833103
PHC,PHC-MUSAWA-KATSINA__RENAMED__1,"1,051.00",833103
PHC,PHC-MUSAWA-KATSINA__RENAMED__2,"1,051.00",833103
PHC,PHC-GARUM-MALLAM-KANO,"1,052.00",711103
PHC,PHC-GARUM-MALLAM-KANO__RENAMED__1,"1,052.00",711103
PHC,PHC-GARUM-MALLAM-KANO__RENAMED__2,"1,052.00",711103
ENG,Enugu-Oturkpa-Ejule-Itobe-Ajaokuta-Lokoja- Gwagwalada-Minna-Zungeru-Tegina-Kontagora- Bin Yauri-Jega,"1,054.00",862104
ENG,Enugu-Oturkpa-Ejule-Itobe-Ajaokuta-Lokoja- Gwagwalada-Minna-Zungeru-Tegina-Kontagora- Bin Yauri-Jega__RENAMED__1,"1,054.00",862104
ENG,Enugu-Oturkpa-Ejule-Itobe-Ajaokuta-Lokoja- Gwagwalada-Minna-Zungeru-Tegina-Kontagora- Bin Yauri-Jega__RENAMED__2,"1,054.00",862104
KAN,KANO SITE - ISEYIN,"1,054.00",4000003
PHC,PORT-HARCOURT SITE - KANTAGORA,"1,055.00",3600004
PHC,PHC-GWARZO-KANO,"1,057.00",704101
PHC,PHC-GWARZO-KANO__RENAMED__1,"1,057.00",704101
PHC,PHC-GWARZO-KANO__RENAMED__2,"1,057.00",704101
SAP,SAPELE SITE - AUGIE - HABIBU,"1,057.00",3100011
SAP,SAPELE-AUGIE - HABIBU,"1,057.00",3100011
SAP,SAPELE-AUGIE - HABIBU__RENAMED__1,"1,057.00",3100011
PHC,PHC-IKARA-KADUNA,"1,058.00",801126
PHC,PHC-IKARA-KADUNA__RENAMED__1,"1,058.00",801126
PHC,PHC-IKARA-KADUNA__RENAMED__2,"1,058.00",801126
PHC,PORT-HARCOURT SITE - KUTEMESHI,"1,058.00",2800017
SAP,SAP- ABBAS- BAUCHI,"1,058.00",743101
SAP,SAP- ABBAS- BAUCHI__RENAMED__1,"1,058.00",743101
SAP,SAP- ABBAS- BAUCHI__RENAMED__2,"1,058.00",743101
